"payslipId","employeeNumber","employeeName","position","periodStart",  "periodEnd","totalHours","hourlyRate","grossPay", "riceSubsidy","phoneAllowance","clothingAllowance","sss","philhealth","pagibig","tax","netPay"
"10011-2024-10-C2","10011","Anthony Salcedo","payroll manager","2024-10-16","2024-10-31","105.49","302.53","31913.89","750.0","500.0","500.0","1125.0","900.0","1201.35","8377.0","22060.54"
"10012-2024-10-C1","10012","Josie  Lopez","payroll team leader","2024-10-01","2024-10-15","95.33","229.02","21832.48","750.0","400.0","400.0","0.0","0.0","0.0","0.0","23382.48"
"10012-2024-10-C2","10012","Josie  Lopez","payroll team leader","2024-10-16","2024-10-31","101.92","229.02","23341.72","750.0","400.0","400.0","1125.0","677.61","903.48","4783.78","17401.850000000002"
"10013-2024-10-C1","10013","Martha Farala","payroll rank and file","2024-10-01","2024-10-15","101.98","142.86","14568.86","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15818.86"
"10013-2024-10-C2","10013","Martha Farala","payroll rank and file","2024-10-16","2024-10-31","110.89","142.86","15841.75","750.0","250.0","250.0","1125.0","456.16","608.21","1477.65","13424.73"
"10014-2024-10-C1","10014","Leila Martinez","payroll rank and file","2024-10-01","2024-10-15","103.86","142.86","14837.44","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16087.44"
"10014-2024-10-C2","10014","Leila Martinez","payroll rank and file","2024-10-16","2024-10-31","116.53","142.86","16647.48","750.0","250.0","250.0","1125.0","472.27","629.7","1684.99","13985.52"
"10015-2024-10-C1","10015","Fredrick  Romualdez","account manager","2024-10-01","2024-10-15","92.36","318.45","29412.04","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31162.04"
"10015-2024-10-C2","10015","Fredrick  Romualdez","account manager","2024-10-16","2024-10-31","109.16","318.45","34762.0","750.0","500.0","500.0","1125.0","900.0","1283.48","9383.14","23820.38"
"10016-2024-10-C1","10016","Christian Mata","account team leader","2024-10-01","2024-10-15","97.08","255.8","24833.06","750.0","400.0","400.0","0.0","0.0","0.0","0.0","26383.06"
"10016-2024-10-C2","10016","Christian Mata","account team leader","2024-10-16","2024-10-31","101.86","255.8","26055.79","750.0","400.0","400.0","1125.0","763.33","1017.78","6162.44","18537.24"
"10017-2024-10-C1","10017","Selena  De Leon","account team leader","2024-10-01","2024-10-15","95.85","249.11","23877.19","750.0","400.0","400.0","0.0","0.0","0.0","0.0","25427.19"
"10017-2024-10-C2","10017","Selena  De Leon","account team leader","2024-10-16","2024-10-31","112.35","249.11","27987.51","750.0","400.0","400.0","1125.0","777.97","1037.29","6397.86","20199.39"
"10018-2024-10-C1","10018","Allison  San Jose","account rank and file","2024-10-01","2024-10-15","100.07","133.93","13402.38","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14652.38"
"10018-2024-10-C2","10018","Allison  San Jose","account rank and file","2024-10-16","2024-10-31","105.35","133.93","14109.53","750.0","250.0","250.0","1125.0","412.68","550.24","918.2","12353.41"
"10019-2024-10-C1","10019","Cydney  Rosario","account rank and file","2024-10-01","2024-10-15","94.78","133.93","12693.89","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13943.89"
"10019-2024-10-C2","10019","Cydney  Rosario","account rank and file","2024-10-16","2024-10-31","100.39","133.93","13445.23","750.0","250.0","250.0","1125.0","392.09","522.78","653.25","12002.11"
"10020-2024-10-C1","10020","Mark  Bautista","account rank and file","2024-10-01","2024-10-15","94.49","138.39","13076.47","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14326.47"
"10020-2024-10-C2","10020","Mark  Bautista","account rank and file","2024-10-16","2024-10-31","109.54","138.39","15159.24","750.0","250.0","250.0","1125.0","423.54","564.71","1057.89","13238.099999999999"
"10021-2024-10-C1","10021","Darlene  Lazaro","account rank and file","2024-10-01","2024-10-15","104.99","138.39","14529.57","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15779.57"
"10021-2024-10-C2","10021","Darlene  Lazaro","account rank and file","2024-10-16","2024-10-31","103.85","138.39","14371.8","750.0","250.0","250.0","1125.0","433.52","578.03","1186.36","12298.89"
"10022-2024-10-C1","10022","Kolby  Delos Santos","account rank and file","2024-10-01","2024-10-15","95.4","142.86","13628.84","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14878.84"
"10022-2024-10-C2","10022","Kolby  Delos Santos","account rank and file","2024-10-16","2024-10-31","100.97","142.86","14424.57","750.0","250.0","250.0","1125.0","420.8","561.07","1022.71","12544.99"
"10023-2024-10-C1","10023","Vella  Santos","account rank and file","2024-10-01","2024-10-15","96.01","133.93","12858.62","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14108.62"
"10023-2024-10-C2","10023","Vella  Santos","account rank and file","2024-10-16","2024-10-31","112.17","133.93","15022.93","750.0","250.0","250.0","1125.0","418.22","557.63","989.54","13182.54"
"10024-2024-10-C1","10024","Tomas Del Rosario","account rank and file","2024-10-01","2024-10-15","95.13","133.93","12740.76","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13990.76"
"10024-2024-10-C2","10024","Tomas Del Rosario","account rank and file","2024-10-16","2024-10-31","107.45","133.93","14390.78","750.0","250.0","250.0","1125.0","406.97","542.63","844.79","12721.390000000001"
"10025-2024-10-C1","10025","Jacklyn  Tolentino","account rank and file","2024-10-01","2024-10-15","95.32","142.86","13617.42","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14867.42"
"10025-2024-10-C2","10025","Jacklyn  Tolentino","account rank and file","2024-10-16","2024-10-31","106.95","142.86","15278.88","750.0","250.0","250.0","1125.0","433.44","577.93","1185.38","13207.129999999997"
"10026-2024-10-C1","10026","Percival  Gutierrez","account rank and file","2024-10-01","2024-10-15","102.29","147.32","15069.36","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16319.36"
"10026-2024-10-C2","10026","Percival  Gutierrez","account rank and file","2024-10-16","2024-10-31","104.67","147.32","15419.98","750.0","250.0","250.0","1125.0","457.34","609.79","1492.84","12985.009999999998"
"10027-2024-10-C1","10027","Garfield  Manalaysay","account rank and file","2024-10-01","2024-10-15","104.48","147.32","15391.99","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16641.989999999998"
"10027-2024-10-C2","10027","Garfield  Manalaysay","account rank and file","2024-10-16","2024-10-31","100.43","147.32","14795.35","750.0","250.0","250.0","1125.0","452.81","603.75","1434.56","12429.23"
"10028-2024-10-C1","10028","Lizeth  Villegas","account rank and file","2024-10-01","2024-10-15","98.14","142.86","14020.28","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15270.28"
"10028-2024-10-C2","10028","Lizeth  Villegas","account rank and file","2024-10-16","2024-10-31","102.87","142.86","14696.01","750.0","250.0","250.0","1125.0","430.74","574.33","1150.64","12665.3"
"10029-2024-10-C1","10029","Carol  Ramos","account rank and file","2024-10-01","2024-10-15","98.8","133.93","13232.28","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14482.28"
"10029-2024-10-C2","10029","Carol  Ramos","account rank and file","2024-10-16","2024-10-31","102.03","133.93","13664.88","750.0","250.0","250.0","1125.0","403.46","537.94","799.55","12048.93"
"10030-2024-10-C1","10030","Emelia  Maceda","account rank and file","2024-10-01","2024-10-15","102.5","133.93","13727.83","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14977.83"
"10030-2024-10-C2","10030","Emelia  Maceda","account rank and file","2024-10-16","2024-10-31","102.87","133.93","13777.38","750.0","250.0","250.0","1125.0","412.58","550.1","916.9","12022.8"
"10031-2024-10-C1","10031","Delia  Aguilar","account rank and file","2024-10-01","2024-10-15","97.99","133.93","13123.8","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14373.8"
"10031-2024-10-C2","10031","Delia  Aguilar","account rank and file","2024-10-16","2024-10-31","117.4","133.93","15723.38","750.0","250.0","250.0","1125.0","432.71","576.94","1175.91","13662.819999999996"
"10032-2024-10-C1","10032","John Rafael Castro","sales & marketing","2024-10-01","2024-10-15","94.86","313.51","29739.56","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31489.56"
"10032-2024-10-C2","10032","John Rafael Castro","sales & marketing","2024-10-16","2024-10-31","113.35","313.51","35536.36","750.0","500.0","500.0","1125.0","900.0","1305.52","9653.1","24302.739999999998"
"10033-2024-10-C1","10033","Carlos Ian Martinez","supply chain and logistics","2024-10-01","2024-10-15","98.54","313.51","30893.28","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32643.28"
"10033-2024-10-C2","10033","Carlos Ian Martinez","supply chain and logistics","2024-10-16","2024-10-31","107.62","313.51","33739.95","750.0","500.0","500.0","1125.0","900.0","1292.66","9495.64","22676.649999999998"
"10034-2024-10-C1","10034","Beatriz Santos","customer service and relations","2024-10-01","2024-10-15","99.51","313.51","31197.38","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32947.380000000005"
"10034-2024-10-C2","10034","Beatriz Santos","customer service and relations","2024-10-16","2024-10-31","114.98","313.51","36047.38","750.0","500.0","500.0","1125.0","900.0","1344.9","10135.47","24292.01"
"10001-2024-11-C1","10001","Manuel III Garcia","chief executive officer","2024-11-01","2024-11-15","93.59","535.71","50137.1","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","52387.1"
"10001-2024-11-C2","10001","Manuel III Garcia","chief executive officer","2024-11-16","2024-11-30","95.54","535.71","51181.73","750.0","1000.0","500.0","1125.0","900.0","2026.38","20013.14","29367.210000000003"
"10002-2024-11-C1","10002","Antonio Lim","chief operating officer","2024-11-01","2024-11-15","102.0","357.14","36428.28","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","38678.28"
"10002-2024-11-C2","10002","Antonio Lim","chief operating officer","2024-11-16","2024-11-30","92.19","357.14","32924.74","750.0","1000.0","500.0","1125.0","900.0","1387.06","10651.99","21110.69"
"10003-2024-11-C1","10003","Bianca Sofia Aquino","chief finance officer","2024-11-01","2024-11-15","104.87","357.14","37453.27","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","39703.27"
"10003-2024-11-C2","10003","Bianca Sofia Aquino","chief finance officer","2024-11-16","2024-11-30","93.53","357.14","33403.3","750.0","1000.0","500.0","1125.0","900.0","1417.13","11057.23","21153.940000000002"
"10004-2024-11-C1","10004","Isabella Reyes","chief marketing officer","2024-11-01","2024-11-15","98.55","357.14","35196.15","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","37446.15"
"10004-2024-11-C2","10004","Isabella Reyes","chief marketing officer","2024-11-16","2024-11-30","87.28","357.14","31171.18","750.0","1000.0","500.0","1125.0","900.0","1327.35","9920.5","20148.33"
"10005-2024-11-C1","10005","Eduard Hernandez","it operations and systems","2024-11-01","2024-11-15","94.94","313.51","29764.64","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31514.64"
"10005-2024-11-C2","10005","Eduard Hernandez","it operations and systems","2024-11-16","2024-11-30","92.44","313.51","28980.86","750.0","500.0","500.0","1125.0","881.18","1174.91","8057.85","19491.92"
"10006-2024-11-C1","10006","Andrea Mae Villanueva","hr manager","2024-11-01","2024-11-15","100.16","313.51","31401.16","750.0","500.0","500.0","0.0","0.0","0.0","0.0","33151.16"
"10006-2024-11-C2","10006","Andrea Mae Villanueva","hr manager","2024-11-16","2024-11-30","90.68","313.51","28429.09","750.0","500.0","500.0","1125.0","897.45","1196.61","8319.55","18640.480000000003"
"10007-2024-11-C1","10007","Brad  San Jose","hr team leader","2024-11-01","2024-11-15","109.31","255.8","27961.5","750.0","400.0","400.0","0.0","0.0","0.0","0.0","29511.5"
"10007-2024-11-C2","10007","Brad  San Jose","hr team leader","2024-11-16","2024-11-30","84.85","255.8","21704.63","750.0","400.0","400.0","1125.0","744.99","993.32","5867.45","14523.87"
"10008-2024-11-C1","10008","Alice Romualdez","hr rank and file","2024-11-01","2024-11-15","99.56","133.93","13334.07","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14584.07"
"10008-2024-11-C2","10008","Alice Romualdez","hr rank and file","2024-11-16","2024-11-30","89.63","133.93","12004.15","750.0","250.0","250.0","1125.0","380.07","506.76","498.68","10743.64"
"10009-2024-11-C1","10009","Rosie  Atienza","hr rank and file","2024-11-01","2024-11-15","97.81","133.93","13099.69","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14349.69"
"10009-2024-11-C2","10009","Rosie  Atienza","hr rank and file","2024-11-16","2024-11-30","99.3","133.93","13299.25","750.0","250.0","250.0","1125.0","395.98","527.98","703.4","11796.89"
"10010-2024-11-C1","10010","Roderick Alvaro","accounting head","2024-11-01","2024-11-15","95.66","313.51","29990.37","750.0","500.0","500.0","0.0","0.0","0.0","0.0","31740.37"
"10010-2024-11-C2","10010","Roderick Alvaro","accounting head","2024-11-16","2024-11-30","93.3","313.51","29250.48","750.0","500.0","500.0","1125.0","888.61","1184.82","8177.36","19624.69"
"10011-2024-11-C1","10011","Anthony Salcedo","payroll manager","2024-11-01","2024-11-15","102.58","302.53","31033.53","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32783.53"
"10011-2024-11-C2","10011","Anthony Salcedo","payroll manager","2024-11-16","2024-11-30","84.21","302.53","25476.05","750.0","500.0","500.0","1125.0","847.64","1130.19","7518.44","16604.78"
"10012-2024-11-C1","10012","Josie  Lopez","payroll team leader","2024-11-01","2024-11-15","100.11","229.02","22927.19","750.0","400.0","400.0","0.0","0.0","0.0","0.0","24477.19"
"10012-2024-11-C2","10012","Josie  Lopez","payroll team leader","2024-11-16","2024-11-30","86.3","229.02","19764.43","750.0","400.0","400.0","1125.0","640.37","853.83","4184.85","14510.380000000001"
"10013-2024-11-C1","10013","Martha Farala","payroll rank and file","2024-11-01","2024-11-15","104.14","142.86","14877.44","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16127.44"
"10013-2024-11-C2","10013","Martha Farala","payroll rank and file","2024-11-16","2024-11-30","92.28","142.86","13183.12","750.0","250.0","250.0","1125.0","420.91","561.21","1024.09","11301.91"
"10014-2024-11-C1","10014","Leila Martinez","payroll rank and file","2024-11-01","2024-11-15","95.31","142.86","13615.99","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14865.99"
"10014-2024-11-C2","10014","Leila Martinez","payroll rank and file","2024-11-16","2024-11-30","87.51","142.86","12501.68","750.0","250.0","250.0","1125.0","391.77","522.35","649.11","11063.45"
"10015-2024-11-C1","10015","Fredrick  Romualdez","account manager","2024-11-01","2024-11-15","101.23","318.45","32236.69","750.0","500.0","500.0","0.0","0.0","0.0","0.0","33986.69"
"10015-2024-11-C2","10015","Fredrick  Romualdez","account manager","2024-11-16","2024-11-30","87.17","318.45","27759.29","750.0","500.0","500.0","1125.0","899.94","1199.92","8359.53","17924.9"
"10016-2024-11-C1","10016","Christian Mata","account team leader","2024-11-01","2024-11-15","102.23","255.8","26150.43","750.0","400.0","400.0","0.0","0.0","0.0","0.0","27700.43"
"10016-2024-11-C2","10016","Christian Mata","account team leader","2024-11-16","2024-11-30","80.53","255.8","20599.57","750.0","400.0","400.0","1125.0","701.25","935.0","5163.94","14224.380000000001"
"10017-2024-11-C1","10017","Selena  De Leon","account team leader","2024-11-01","2024-11-15","101.41","249.11","25262.25","750.0","400.0","400.0","0.0","0.0","0.0","0.0","26812.25"
"10017-2024-11-C2","10017","Selena  De Leon","account team leader","2024-11-16","2024-11-30","94.72","249.11","23595.7","750.0","400.0","400.0","1125.0","732.87","977.16","5672.48","16638.190000000002"
"10018-2024-11-C1","10018","Allison  San Jose","account rank and file","2024-11-01","2024-11-15","92.92","133.93","12444.78","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13694.78"
"10018-2024-11-C2","10018","Allison  San Jose","account rank and file","2024-11-16","2024-11-30","82.49","133.93","11047.89","750.0","250.0","250.0","1057.5","352.39","469.85","155.98","10262.17"
"10019-2024-11-C1","10019","Cydney  Rosario","account rank and file","2024-11-01","2024-11-15","97.81","133.93","13099.69","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14349.69"
"10019-2024-11-C2","10019","Cydney  Rosario","account rank and file","2024-11-16","2024-11-30","89.7","133.93","12013.52","750.0","250.0","250.0","1125.0","376.7","502.26","455.25","10804.310000000001"
"10020-2024-11-C1","10020","Mark  Bautista","account rank and file","2024-11-01","2024-11-15","105.13","138.39","14548.94","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15798.94"
"10020-2024-11-C2","10020","Mark  Bautista","account rank and file","2024-11-16","2024-11-30","87.46","138.39","12103.59","750.0","250.0","250.0","1125.0","399.79","533.05","752.34","10543.41"
"10021-2024-11-C1","10021","Darlene  Lazaro","account rank and file","2024-11-01","2024-11-15","92.03","138.39","12736.03","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13986.03"
"10021-2024-11-C2","10021","Darlene  Lazaro","account rank and file","2024-11-16","2024-11-30","94.14","138.39","13028.03","750.0","250.0","250.0","1125.0","386.46","515.28","580.87","11670.42"
"10022-2024-11-C1","10022","Kolby  Delos Santos","account rank and file","2024-11-01","2024-11-15","102.32","142.86","14617.44","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15867.44"
"10022-2024-11-C2","10022","Kolby  Delos Santos","account rank and file","2024-11-16","2024-11-30","93.69","142.86","13384.55","750.0","250.0","250.0","1125.0","420.03","560.04","1012.78","11516.7"
"10023-2024-11-C1","10023","Vella  Santos","account rank and file","2024-11-01","2024-11-15","99.55","133.93","13332.73","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14582.73"
"10023-2024-11-C2","10023","Vella  Santos","account rank and file","2024-11-16","2024-11-30","88.7","133.93","11879.59","750.0","250.0","250.0","1125.0","378.18","504.25","474.38","10647.78"
"10024-2024-11-C1","10024","Tomas Del Rosario","account rank and file","2024-11-01","2024-11-15","100.21","133.93","13421.13","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14671.13"
"10024-2024-11-C2","10024","Tomas Del Rosario","account rank and file","2024-11-16","2024-11-30","84.39","133.93","11302.35","750.0","250.0","250.0","1102.5","370.85","494.47","384.53","10200.0"
"10025-2024-11-C1","10025","Jacklyn  Tolentino","account rank and file","2024-11-01","2024-11-15","100.88","142.86","14411.72","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15661.72"
"10025-2024-11-C2","10025","Jacklyn  Tolentino","account rank and file","2024-11-16","2024-11-30","92.73","142.86","13247.41","750.0","250.0","250.0","1125.0","414.89","553.18","946.61","11457.73"
"10026-2024-11-C1","10026","Percival  Gutierrez","account rank and file","2024-11-01","2024-11-15","91.65","147.32","13501.88","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14751.88"
"10026-2024-11-C2","10026","Percival  Gutierrez","account rank and file","2024-11-16","2024-11-30","93.75","147.32","13811.25","750.0","250.0","250.0","1125.0","409.7","546.26","879.83","12100.46"
"10027-2024-11-C1","10027","Garfield  Manalaysay","account rank and file","2024-11-01","2024-11-15","100.69","147.32","14833.65","750.0","250.0","250.0","0.0","0.0","0.0","0.0","16083.65"
"10027-2024-11-C2","10027","Garfield  Manalaysay","account rank and file","2024-11-16","2024-11-30","87.45","147.32","12883.13","750.0","250.0","250.0","1125.0","415.75","554.34","957.74","11080.3"
"10028-2024-11-C1","10028","Lizeth  Villegas","account rank and file","2024-11-01","2024-11-15","93.01","142.86","13287.41","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14537.41"
"10028-2024-11-C2","10028","Lizeth  Villegas","account rank and file","2024-11-16","2024-11-30","90.54","142.86","12934.54","750.0","250.0","250.0","1125.0","393.33","524.44","669.24","11472.53"
"10029-2024-11-C1","10029","Carol  Ramos","account rank and file","2024-11-01","2024-11-15","97.89","133.93","13110.41","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14360.41"
"10029-2024-11-C2","10029","Carol  Ramos","account rank and file","2024-11-16","2024-11-30","89.27","133.93","11955.93","750.0","250.0","250.0","1125.0","376.0","501.33","446.2","10757.400000000001"
"10030-2024-11-C1","10030","Emelia  Maceda","account rank and file","2024-11-01","2024-11-15","106.23","133.93","14227.38","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15477.38"
"10030-2024-11-C2","10030","Emelia  Maceda","account rank and file","2024-11-16","2024-11-30","92.21","133.93","12349.69","750.0","250.0","250.0","1125.0","398.66","531.54","737.77","10806.720000000001"
"10031-2024-11-C1","10031","Delia  Aguilar","account rank and file","2024-11-01","2024-11-15","97.87","133.93","13107.73","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14357.73"
"10031-2024-11-C2","10031","Delia  Aguilar","account rank and file","2024-11-16","2024-11-30","88.56","133.93","11860.84","750.0","250.0","250.0","1125.0","374.53","499.37","427.33","10684.61"
"10032-2024-11-C1","10032","John Rafael Castro","sales & marketing","2024-11-01","2024-11-15","103.05","313.51","32307.21","750.0","500.0","500.0","0.0","0.0","0.0","0.0","34057.21"
"10032-2024-11-C2","10032","John Rafael Castro","sales & marketing","2024-11-16","2024-11-30","90.9","313.51","28498.06","750.0","500.0","500.0","1125.0","900.0","1216.11","8557.79","18449.16"
"10033-2024-11-C1","10033","Carlos Ian Martinez","supply chain and logistics","2024-11-01","2024-11-15","97.21","313.51","30476.31","750.0","500.0","500.0","0.0","0.0","0.0","0.0","32226.31"
"10033-2024-11-C2","10033","Carlos Ian Martinez","supply chain and logistics","2024-11-16","2024-11-30","92.38","313.51","28962.05","750.0","500.0","500.0","1125.0","891.58","1188.77","8225.0","19281.699999999997"
"10034-2024-11-C1","10034","Beatriz Santos","customer service and relations","2024-11-01","2024-11-15","104.62","313.51","32799.42","750.0","500.0","500.0","0.0","0.0","0.0","0.0","34549.42"
"10034-2024-11-C2","10034","Beatriz Santos","customer service and relations","2024-11-16","2024-11-30","87.08","313.51","27300.45","750.0","500.0","500.0","1125.0","900.0","1202.0","8384.97","17438.480000000003"
"10001-2024-12-C1","10001","Manuel III Garcia","chief executive officer","2024-12-01","2024-12-15","88.37","535.71","47340.69","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","49590.69"
"10001-2024-12-C2","10001","Manuel III Garcia","chief executive officer","2024-12-16","2024-12-31","110.13","535.71","58997.74","750.0","1000.0","500.0","1125.0","900.0","2126.77","21488.9","35607.06999999999"
"10002-2024-12-C1","10002","Antonio Lim","chief operating officer","2024-12-01","2024-12-15","84.61","357.14","30217.62","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","32467.62"
"10002-2024-12-C2","10002","Antonio Lim","chief operating officer","2024-12-16","2024-12-31","103.7","357.14","37035.42","750.0","1000.0","500.0","1125.0","900.0","1345.06","10137.49","25777.87"
"10003-2024-12-C1","10003","Bianca Sofia Aquino","chief finance officer","2024-12-01","2024-12-15","86.38","357.14","30849.75","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","33099.75"
"10003-2024-12-C2","10003","Bianca Sofia Aquino","chief finance officer","2024-12-16","2024-12-31","104.63","357.14","37367.56","750.0","1000.0","500.0","1125.0","900.0","1364.35","10373.74","25854.469999999998"
"10004-2024-12-C1","10004","Isabella Reyes","chief marketing officer","2024-12-01","2024-12-15","88.18","357.14","31492.61","750.0","1000.0","500.0","0.0","0.0","0.0","0.0","33742.61"
"10004-2024-12-C2","10004","Isabella Reyes","chief marketing officer","2024-12-16","2024-12-31","116.29","357.14","41531.81","750.0","1000.0","500.0","1125.0","900.0","1460.49","11694.58","28601.739999999998"
"10005-2024-12-C1","10005","Eduard Hernandez","it operations and systems","2024-12-01","2024-12-15","88.3","313.51","27682.93","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29432.93"
"10005-2024-12-C2","10005","Eduard Hernandez","it operations and systems","2024-12-16","2024-12-31","105.4","313.51","33043.95","750.0","500.0","500.0","1125.0","900.0","1214.54","8538.59","23015.819999999996"
"10006-2024-12-C1","10006","Andrea Mae Villanueva","hr manager","2024-12-01","2024-12-15","89.65","313.51","28106.17","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29856.17"
"10006-2024-12-C2","10006","Andrea Mae Villanueva","hr manager","2024-12-16","2024-12-31","116.37","313.51","36483.16","750.0","500.0","500.0","1125.0","900.0","1291.79","9484.89","25431.480000000003"
"10007-2024-12-C1","10007","Brad  San Jose","hr team leader","2024-12-01","2024-12-15","92.78","255.8","23733.12","750.0","400.0","400.0","0.0","0.0","0.0","0.0","25283.12"
"10007-2024-12-C2","10007","Brad  San Jose","hr team leader","2024-12-16","2024-12-31","102.49","255.8","26216.94","750.0","400.0","400.0","1125.0","749.25","999.0","5935.95","18957.739999999998"
"10008-2024-12-C1","10008","Alice Romualdez","hr rank and file","2024-12-01","2024-12-15","91.25","133.93","12221.11","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13471.11"
"10008-2024-12-C2","10008","Alice Romualdez","hr rank and file","2024-12-16","2024-12-31","113.55","133.93","15207.75","750.0","250.0","250.0","1125.0","411.43","548.58","902.17","13470.57"
"10009-2024-12-C1","10009","Rosie  Atienza","hr rank and file","2024-12-01","2024-12-15","91.98","133.93","12318.88","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13568.88"
"10009-2024-12-C2","10009","Rosie  Atienza","hr rank and file","2024-12-16","2024-12-31","115.76","133.93","15503.74","750.0","250.0","250.0","1125.0","417.34","556.45","978.17","13676.779999999999"
"10010-2024-12-C1","10010","Roderick Alvaro","accounting head","2024-12-01","2024-12-15","91.93","313.51","28820.97","750.0","500.0","500.0","0.0","0.0","0.0","0.0","30570.97"
"10010-2024-12-C2","10010","Roderick Alvaro","accounting head","2024-12-16","2024-12-31","109.23","313.51","34244.7","750.0","500.0","500.0","1125.0","900.0","1261.31","9111.59","23596.799999999996"
"10011-2024-12-C1","10011","Anthony Salcedo","payroll manager","2024-12-01","2024-12-15","87.08","302.53","26344.31","750.0","500.0","500.0","0.0","0.0","0.0","0.0","28094.31"
"10011-2024-12-C2","10011","Anthony Salcedo","payroll manager","2024-12-16","2024-12-31","104.08","302.53","31487.32","750.0","500.0","500.0","1125.0","867.47","1156.63","7837.38","22250.84"
"10012-2024-12-C1","10012","Josie  Lopez","payroll team leader","2024-12-01","2024-12-15","95.78","229.02","21935.54","750.0","400.0","400.0","0.0","0.0","0.0","0.0","23485.54"
"10012-2024-12-C2","10012","Josie  Lopez","payroll team leader","2024-12-16","2024-12-31","110.78","229.02","25370.84","750.0","400.0","400.0","1125.0","709.6","946.13","5298.16","18841.95"
"10013-2024-12-C1","10013","Martha Farala","payroll rank and file","2024-12-01","2024-12-15","85.53","142.86","12218.82","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13468.82"
"10013-2024-12-C2","10013","Martha Farala","payroll rank and file","2024-12-16","2024-12-31","101.3","142.86","14471.72","750.0","250.0","250.0","1125.0","400.36","533.81","759.67","12902.88"
"10014-2024-12-C1","10014","Leila Martinez","payroll rank and file","2024-12-01","2024-12-15","91.06","142.86","13008.83","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14258.83"
"10014-2024-12-C2","10014","Leila Martinez","payroll rank and file","2024-12-16","2024-12-31","111.03","142.86","15861.75","750.0","250.0","250.0","1125.0","433.06","577.41","1180.42","13795.86"
"10015-2024-12-C1","10015","Fredrick  Romualdez","account manager","2024-12-01","2024-12-15","90.02","318.45","28666.87","750.0","500.0","500.0","0.0","0.0","0.0","0.0","30416.87"
"10015-2024-12-C2","10015","Fredrick  Romualdez","account manager","2024-12-16","2024-12-31","108.37","318.45","34510.43","750.0","500.0","500.0","1125.0","900.0","1263.55","9138.94","23832.94"
"10016-2024-12-C1","10016","Christian Mata","account team leader","2024-12-01","2024-12-15","89.11","255.8","22794.34","750.0","400.0","400.0","0.0","0.0","0.0","0.0","24344.34"
"10016-2024-12-C2","10016","Christian Mata","account team leader","2024-12-16","2024-12-31","112.9","255.8","28879.82","750.0","400.0","400.0","1125.0","775.11","1033.48","6351.89","21144.34"
"10017-2024-12-C1","10017","Selena  De Leon","account team leader","2024-12-01","2024-12-15","89.98","249.11","22414.92","750.0","400.0","400.0","0.0","0.0","0.0","0.0","23964.92"
